#TYPE System.Management.Automation.AliasInfo
"HelpUri","ResolvedCommandName","DisplayName","ReferencedCommand","ResolvedCommand","Definition","Options","Description","OutputType","Name","CommandType","Source","Version","Visibility","ModuleName","Module","RemotingCapability","Parameters","ParameterSets"
"",,"Add-AppPackage",,,,"None","",,"Add-AppPackage","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Add-AppPackageVolume",,,,"None","",,"Add-AppPackageVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Add-AppProvisionedPackage",,,,"None","",,"Add-AppProvisionedPackage","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Add-MsixPackage",,,,"None","",,"Add-MsixPackage","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Add-MsixPackageVolume",,,,"None","",,"Add-MsixPackageVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Add-MsixVolume",,,,"None","",,"Add-MsixVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Add-ProvisionedAppPackage",,,,"None","",,"Add-ProvisionedAppPackage","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Add-ProvisionedAppSharedPackageContainer",,,,"None","",,"Add-ProvisionedAppSharedPackageContainer","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Add-ProvisionedAppxPackage",,,,"None","",,"Add-ProvisionedAppxPackage","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Add-ProvisioningPackage",,,,"None","",,"Add-ProvisioningPackage","Alias","Provisioning","3.0","Public","Provisioning","Provisioning","PowerShell",,
"",,"Add-TrustedProvisioningCertificate",,,,"None","",,"Add-TrustedProvisioningCertificate","Alias","Provisioning","3.0","Public","Provisioning","Provisioning","PowerShell",,
"",,"Apply-WindowsUnattend",,,,"None","",,"Apply-WindowsUnattend","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Disable-PhysicalDiskIndication",,,,"None","",,"Disable-PhysicalDiskIndication","Alias","Storage","2.0.0.0","Public","Storage","Storage","PowerShell",,
"",,"Disable-PhysicalDiskIndication",,,,"None","",,"Disable-PhysicalDiskIndication","Alias","VMDirectStorage","1.0.0.0","Public","VMDirectStorage","VMDirectStorage","PowerShell",,
"",,"Disable-StorageDiagnosticLog",,,,"None","",,"Disable-StorageDiagnosticLog","Alias","Storage","2.0.0.0","Public","Storage","Storage","PowerShell",,
"",,"Disable-StorageDiagnosticLog",,,,"None","",,"Disable-StorageDiagnosticLog","Alias","VMDirectStorage","1.0.0.0","Public","VMDirectStorage","VMDirectStorage","PowerShell",,
"",,"Dismount-AppPackageVolume",,,,"None","",,"Dismount-AppPackageVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Dismount-MsixPackageVolume",,,,"None","",,"Dismount-MsixPackageVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Dismount-MsixVolume",,,,"None","",,"Dismount-MsixVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Enable-PhysicalDiskIndication",,,,"None","",,"Enable-PhysicalDiskIndication","Alias","Storage","2.0.0.0","Public","Storage","Storage","PowerShell",,
"",,"Enable-PhysicalDiskIndication",,,,"None","",,"Enable-PhysicalDiskIndication","Alias","VMDirectStorage","1.0.0.0","Public","VMDirectStorage","VMDirectStorage","PowerShell",,
"",,"Enable-StorageDiagnosticLog",,,,"None","",,"Enable-StorageDiagnosticLog","Alias","Storage","2.0.0.0","Public","Storage","Storage","PowerShell",,
"",,"Enable-StorageDiagnosticLog",,,,"None","",,"Enable-StorageDiagnosticLog","Alias","VMDirectStorage","1.0.0.0","Public","VMDirectStorage","VMDirectStorage","PowerShell",,
"",,"Flush-Volume",,,,"None","",,"Flush-Volume","Alias","Storage","2.0.0.0","Public","Storage","Storage","PowerShell",,
"",,"Flush-Volume",,,,"None","",,"Flush-Volume","Alias","VMDirectStorage","1.0.0.0","Public","VMDirectStorage","VMDirectStorage","PowerShell",,
"",,"Get-AppPackage",,,,"None","",,"Get-AppPackage","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-AppPackageAutoUpdateSettings",,,,"None","",,"Get-AppPackageAutoUpdateSettings","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-AppPackageDefaultVolume",,,,"None","",,"Get-AppPackageDefaultVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-AppPackageLastError",,,,"None","",,"Get-AppPackageLastError","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-AppPackageLog",,,,"None","",,"Get-AppPackageLog","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-AppPackageManifest",,,,"None","",,"Get-AppPackageManifest","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-AppPackageVolume",,,,"None","",,"Get-AppPackageVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-AppProvisionedPackage",,,,"None","",,"Get-AppProvisionedPackage","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Get-DiskSNV",,,,"None","",,"Get-DiskSNV","Alias","Storage","2.0.0.0","Public","Storage","Storage","PowerShell",,
"",,"Get-DiskSNV",,,,"None","",,"Get-DiskSNV","Alias","VMDirectStorage","1.0.0.0","Public","VMDirectStorage","VMDirectStorage","PowerShell",,
"",,"Get-Language",,,,"None","",,"Get-Language","Alias","LanguagePackManagement","1.0","Public","LanguagePackManagement","LanguagePackManagement","PowerShell",,
"",,"Get-MsixDefaultVolume",,,,"None","",,"Get-MsixDefaultVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-MsixLastError",,,,"None","",,"Get-MsixLastError","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-MsixLog",,,,"None","",,"Get-MsixLog","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-MsixPackage",,,,"None","",,"Get-MsixPackage","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-MsixPackageAutoUpdateSettings",,,,"None","",,"Get-MsixPackageAutoUpdateSettings","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-MsixPackageDefaultVolume",,,,"None","",,"Get-MsixPackageDefaultVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-MsixPackageLastError",,,,"None","",,"Get-MsixPackageLastError","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-MsixPackageLog",,,,"None","",,"Get-MsixPackageLog","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-MsixPackageManifest",,,,"None","",,"Get-MsixPackageManifest","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-MsixPackageVolume",,,,"None","",,"Get-MsixPackageVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-MsixVolume",,,,"None","",,"Get-MsixVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Get-PhysicalDiskSNV",,,,"None","",,"Get-PhysicalDiskSNV","Alias","Storage","2.0.0.0","Public","Storage","Storage","PowerShell",,
"",,"Get-PhysicalDiskSNV",,,,"None","",,"Get-PhysicalDiskSNV","Alias","VMDirectStorage","1.0.0.0","Public","VMDirectStorage","VMDirectStorage","PowerShell",,
"",,"Get-PreferredLanguage",,,,"None","",,"Get-PreferredLanguage","Alias","LanguagePackManagement","1.0","Public","LanguagePackManagement","LanguagePackManagement","PowerShell",,
"",,"Get-ProvisionedAppPackage",,,,"None","",,"Get-ProvisionedAppPackage","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Get-ProvisionedAppSharedPackageContainer",,,,"None","",,"Get-ProvisionedAppSharedPackageContainer","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Get-ProvisionedAppxPackage",,,,"None","",,"Get-ProvisionedAppxPackage","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Get-StorageEnclosureSNV",,,,"None","",,"Get-StorageEnclosureSNV","Alias","Storage","2.0.0.0","Public","Storage","Storage","PowerShell",,
"",,"Get-StorageEnclosureSNV",,,,"None","",,"Get-StorageEnclosureSNV","Alias","VMDirectStorage","1.0.0.0","Public","VMDirectStorage","VMDirectStorage","PowerShell",,
"",,"Get-SystemLanguage",,,,"None","",,"Get-SystemLanguage","Alias","LanguagePackManagement","1.0","Public","LanguagePackManagement","LanguagePackManagement","PowerShell",,
"",,"Initialize-Volume",,,,"None","",,"Initialize-Volume","Alias","Storage","2.0.0.0","Public","Storage","Storage","PowerShell",,
"",,"Initialize-Volume",,,,"None","",,"Initialize-Volume","Alias","VMDirectStorage","1.0.0.0","Public","VMDirectStorage","VMDirectStorage","PowerShell",,
"",,"Mount-AppPackageVolume",,,,"None","",,"Mount-AppPackageVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Mount-MsixPackageVolume",,,,"None","",,"Mount-MsixPackageVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Mount-MsixVolume",,,,"None","",,"Mount-MsixVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Move-AppPackage",,,,"None","",,"Move-AppPackage","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Move-MsixPackage",,,,"None","",,"Move-MsixPackage","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Move-SmbClient",,,,"None","",,"Move-SmbClient","Alias","SmbWitness","2.0.0.0","Public","SmbWitness","SmbWitness","PowerShell",,
"",,"Optimize-AppProvisionedPackages",,,,"None","",,"Optimize-AppProvisionedPackages","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Optimize-ProvisionedAppPackages",,,,"None","",,"Optimize-ProvisionedAppPackages","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Optimize-ProvisionedAppxPackages",,,,"None","",,"Optimize-ProvisionedAppxPackages","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Remove-AppPackage",,,,"None","",,"Remove-AppPackage","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Remove-AppPackageAutoUpdateSettings",,,,"None","",,"Remove-AppPackageAutoUpdateSettings","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Remove-AppPackageVolume",,,,"None","",,"Remove-AppPackageVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Remove-AppProvisionedPackage",,,,"None","",,"Remove-AppProvisionedPackage","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Remove-EtwTraceSession",,,,"None","",,"Remove-EtwTraceSession","Alias","EventTracingManagement","1.0.0.0","Public","EventTracingManagement","EventTracingManagement","PowerShell",,
"",,"Remove-MsixPackage",,,,"None","",,"Remove-MsixPackage","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Remove-MsixPackageAutoUpdateSettings",,,,"None","",,"Remove-MsixPackageAutoUpdateSettings","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Remove-MsixPackageVolume",,,,"None","",,"Remove-MsixPackageVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Remove-MsixVolume",,,,"None","",,"Remove-MsixVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Remove-ProvisionedAppPackage",,,,"None","",,"Remove-ProvisionedAppPackage","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Remove-ProvisionedAppSharedPackageContainer",,,,"None","",,"Remove-ProvisionedAppSharedPackageContainer","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Remove-ProvisionedAppxPackage",,,,"None","",,"Remove-ProvisionedAppxPackage","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Remove-ProvisioningPackage",,,,"None","",,"Remove-ProvisioningPackage","Alias","Provisioning","3.0","Public","Provisioning","Provisioning","PowerShell",,
"",,"Remove-TrustedProvisioningCertificate",,,,"None","",,"Remove-TrustedProvisioningCertificate","Alias","Provisioning","3.0","Public","Provisioning","Provisioning","PowerShell",,
"",,"Reset-AppPackage",,,,"None","",,"Reset-AppPackage","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Reset-MsixPackage",,,,"None","",,"Reset-MsixPackage","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Set-AppPackageAutoUpdateSettings",,,,"None","",,"Set-AppPackageAutoUpdateSettings","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Set-AppPackageDefaultVolume",,,,"None","",,"Set-AppPackageDefaultVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Set-AppPackageProvisionedDataFile",,,,"None","",,"Set-AppPackageProvisionedDataFile","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Set-AutologgerConfig",,,,"None","",,"Set-AutologgerConfig","Alias","EventTracingManagement","1.0.0.0","Public","EventTracingManagement","EventTracingManagement","PowerShell",,
"",,"Set-EtwTraceSession",,,,"None","",,"Set-EtwTraceSession","Alias","EventTracingManagement","1.0.0.0","Public","EventTracingManagement","EventTracingManagement","PowerShell",,
"",,"Set-MsixDefaultVolume",,,,"None","",,"Set-MsixDefaultVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Set-MsixPackageAutoUpdateSettings",,,,"None","",,"Set-MsixPackageAutoUpdateSettings","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Set-MsixPackageDefaultVolume",,,,"None","",,"Set-MsixPackageDefaultVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Set-PreferredLanguage",,,,"None","",,"Set-PreferredLanguage","Alias","LanguagePackManagement","1.0","Public","LanguagePackManagement","LanguagePackManagement","PowerShell",,
"",,"Set-ProvisionedAppPackageDataFile",,,,"None","",,"Set-ProvisionedAppPackageDataFile","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Set-ProvisionedAppXDataFile",,,,"None","",,"Set-ProvisionedAppXDataFile","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Set-SystemLanguage",,,,"None","",,"Set-SystemLanguage","Alias","LanguagePackManagement","1.0","Public","LanguagePackManagement","LanguagePackManagement","PowerShell",,
"",,"Write-FileSystemCache",,,,"None","",,"Write-FileSystemCache","Alias","Storage","2.0.0.0","Public","Storage","Storage","PowerShell",,
"",,"Write-FileSystemCache",,,,"None","",,"Write-FileSystemCache","Alias","VMDirectStorage","1.0.0.0","Public","VMDirectStorage","VMDirectStorage","PowerShell",,
"",,,,,"Set-Location $MyInvocation.MyCommand.Name","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","A:","Function","",,"Public","",,"PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-BCDataCacheExtension","Function","BranchCache","1.0.0.0","Public","BranchCache","BranchCache","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-BitLockerKeyProtector","Function","BitLocker","1.0.0.0","Public","BitLocker","BitLocker","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-DnsClientDohServerAddress","Function","DnsClient","1.0.0.0","Public","DnsClient","DnsClient","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-DnsClientNrptRule","Function","DnsClient","1.0.0.0","Public","DnsClient","DnsClient","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-DtcClusterTMMapping","Function","MsDtc","1.0.0.0","Public","MsDtc","MsDtc","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-EtwTraceProvider","Function","EventTracingManagement","1.0.0.0","Public","EventTracingManagement","EventTracingManagement","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-InitiatorIdToMaskingSet","Function","Storage","2.0.0.0","Public","Storage","Storage","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-MpPreference","Function","ConfigDefender","1.0","Public","ConfigDefender","ConfigDefender","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-MpPreference","Function","Defender","1.0","Public","Defender","Defender","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-NetEventNetworkAdapter","Function","NetEventPacketCapture","1.0.0.0","Public","NetEventPacketCapture","NetEventPacketCapture","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-NetEventPacketCaptureProvider","Function","NetEventPacketCapture","1.0.0.0","Public","NetEventPacketCapture","NetEventPacketCapture","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-NetEventProvider","Function","NetEventPacketCapture","1.0.0.0","Public","NetEventPacketCapture","NetEventPacketCapture","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-NetEventVFPProvider","Function","NetEventPacketCapture","1.0.0.0","Public","NetEventPacketCapture","NetEventPacketCapture","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-NetEventVmNetworkAdapter","Function","NetEventPacketCapture","1.0.0.0","Public","NetEventPacketCapture","NetEventPacketCapture","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-NetEventVmSwitch","Function","NetEventPacketCapture","1.0.0.0","Public","NetEventPacketCapture","NetEventPacketCapture","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-NetEventVmSwitchProvider","Function","NetEventPacketCapture","1.0.0.0","Public","NetEventPacketCapture","NetEventPacketCapture","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-NetEventWFPCaptureProvider","Function","NetEventPacketCapture","1.0.0.0","Public","NetEventPacketCapture","NetEventPacketCapture","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-NetIPHttpsCertBinding","Function","NetworkTransition","1.0.0.0","Public","NetworkTransition","NetworkTransition","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-NetLbfoTeamMember","Function","NetLbfo","2.0.0.0","Public","NetLbfo","NetLbfo","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-NetLbfoTeamNic","Function","NetLbfo","2.0.0.0","Public","NetLbfo","NetLbfo","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-NetNatExternalAddress","Function","NetNat","1.0.0.0","Public","NetNat","NetNat","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-NetNatStaticMapping","Function","NetNat","1.0.0.0","Public","NetNat","NetNat","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-NetSwitchTeamMember","Function","NetSwitchTeam","1.0.0.0","Public","NetSwitchTeam","NetSwitchTeam","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-OdbcDsn","Function","Wdac","1.0.0.0","Public","Wdac","Wdac","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-PartitionAccessPath","Function","Storage","2.0.0.0","Public","Storage","Storage","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-PhysicalDisk","Function","Storage","2.0.0.0","Public","Storage","Storage","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-Printer","Function","PrintManagement","1.1","Public","PrintManagement","PrintManagement","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-PrinterDriver","Function","PrintManagement","1.1","Public","PrintManagement","PrintManagement","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-PrinterPort","Function","PrintManagement","1.1","Public","PrintManagement","PrintManagement","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"","None",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Add-StorageFaultDomain","Function","Storage","2.0.0.0","Public","Storage","Storage","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
